#mip results PROTO15
#layer chip channel mpv empv widthmpv chi2ndf nentries
0 4 30 72.9181 2.14041 20.9378 0 1417
0 4 31 70.3808 1.68259 19.142 0 1515
0 4 32 69.3997 2.12738 21.0166 0 1451
0 4 33 66.9005 1.74694 19.256 0 1539
0 4 34 73.0281 1.92611 20.6073 0 1387
0 4 35 67.6982 1.36186 18.7938 0 1341
0 4 36 63.7486 2.06946 25.3694 0 1495
0 4 37 69.2809 2.49496 28.948 0 1507
0 4 38 66.5824 1.75665 19.9974 0 1676
0 4 39 75.5773 1.94903 22.6742 0 1410
0 4 40 61.0692 1.7377 20.9858 0 1552
0 4 41 64.4351 1.93692 23.3887 0 1358
0 4 42 80.6314 2.08521 22.3428 0 1417
0 4 43 78.8269 2.17138 23.0305 0 1383
0 4 44 68.763 1.87897 21.2028 0 1415
0 4 45 69.0027 2.25188 24.0571 0 1468
0 4 46 74.4961 2.44574 23.3209 0 1328
0 4 47 72.7555 1.51687 18.2685 0 1497
0 4 48 78.8484 2.48488 23.9353 0 1295
0 4 49 67.4073 1.75986 20.8285 0 1482
0 4 50 79.1627 1.97237 21.5957 0 1288
0 4 51 69.4855 1.60826 20.9314 0 1326
0 4 52 68.0396 2.10224 23.5903 0 1482
0 4 53 66.6221 1.71872 19.4016 0 1448
0 4 54 63.4439 1.77662 19.4243 0 1504
0 4 55 58.5354 1.46139 18.6452 0 1545
0 4 56 63.3216 1.85687 19.6387 0 1490
0 4 57 73.6393 2.04646 20.4332 0 1347
0 4 58 68.3431 1.88609 20.1965 0 1432
0 4 59 66.1366 1.81919 20.6317 0 1443
0 4 60 71.2069 1.68663 19.7559 0 1375
0 4 61 66.5686 1.85069 19.3327 0 1387
0 4 62 68.702 1.68107 20.2584 0 1371
0 4 63 60.9573 1.51582 17.9594 0 1468
0 5 0 15 0.0910188 1 0 1283
0 5 1 82.1786 1.9041 20.0214 0 1221
0 5 2 81.1446 2.09059 21.3775 0 1300
0 5 3 78.7582 1.79265 19.9492 0 1289
0 5 4 76.2521 1.8142 20.4932 0 1349
0 5 5 72.6443 1.64802 15.1456 0 1255
0 5 6 76.2401 1.64278 19.1375 0 1313
